"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6JCRZHBN","blogPost","2015","Adams, Paul","Scaling Product Teams: How to Build and Structure for Hypergrowth","Inside Intercom","","","","https://www.intercom.com/blog/how-we-build-software/","There’s been lots written about how Internet businesses should build software, from books like The Lean Start-Up, and posts from...","2015-01-28","2018-10-15 07:51:26","2021-02-23 15:59:46","2018-10-15 07:51:26","","","","","","","Scaling Product Teams","","","","","","","en-US","","","","","","","","","C:\Users\matth\Zotero\storage\REPVWSJQ\how-we-build-software.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7DRX8DG","magazineArticle","2014","Hastie, Shane","An interview with Sam Guckenheimer on Microsoft's Journey to Cloud Cadence","InfoQ","","","","https://www.infoq.com/articles/agile2014-guckenheimer","At the recent Agile 2014 conference Sam Guckenheimer gave the opening keynote on Microsoft Developer Division's transition to a continuous delivery model. After the talk he sat down with InfoQ to discuss what it takes to achieve operational agility and cloud cadence.","2014-10-17","2018-10-15 07:38:51","2021-02-23 16:47:52","2018-10-15 07:38:51","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\ILDAF4FE\agile2014-guckenheimer.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UBPSZYG","presentation","2015","Kniberg, Henrik","Real-Life Agile Scaling","","","","","http://blog.crisp.se/wp-content/uploads/2015/11/Real-life-agile-scaling.pdf","","2015-11-21","2018-10-15 07:26:10","2021-02-23 16:58:39","","","","","","","","","","","","","","Bangkok","","","","","","","","","","C:\Users\matth\Zotero\storage\FC76KA3I\Real-life-agile-scaling.pdf","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Agile Tour Bangkok","","","","","","","","","","","","","","","",""
"8A3SU9SC","webpage","","innolution","Feature Team Definition | Innolution","","","","","https://innolution.com/resources/glossary/feature-team","","","2018-10-14 22:06:28","2021-02-23 16:53:20","2018-10-14 22:06:28","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\CSL5ASPY\feature-team.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFS9SAK7","book","2016","Beyer, Betsy; Petoff, Jennifer; Jones, Chris; Murphy, Niall Richard","Site Reliability Engineering","","978-1-4919-2912-4","","","","The overwhelming majority of a software system’s lifespan is spent in use, not in design or implementation. So, why does conventional wisdom insist that software engineers focus primarily on the design and development of large-scale computing systems?In this collection of essays and articles, key members of Google’s Site Reliability Team explain how and why their commitment to the entire lifecycle has enabled the company to successfully build, deploy, monitor, and maintain some of the largest software systems in the world. You’ll learn the principles and practices that enable Google engineers to make systems more scalable, reliable, and efficient—lessons directly applicable to your organization.This book is divided into four sections:Introduction—Learn what site reliability engineering is and why it differs from conventional IT industry practicesPrinciples—Examine the patterns, behaviors, and areas of concern that influence the work of a site reliability engineer (SRE)Practices—Understand the theory and practice of an SRE’s day-to-day work: building and operating large distributed computing systemsManagement—Explore Google's best practices for training, communication, and meetings that your organization can use","2016-04-08","2018-10-14 15:47:13","2021-02-23 16:21:18","","","552","","","","","","","","","","O′Reilly","Beijing ; Boston","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Site-Reliability-Engineering-Betsy-Beyer/dp/149192912X","TT refs","","","","","","","","","","","","","","","","","","","","","1 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABDE7ZBV","blogPost","2017","Dogan, Jaana B.","The SRE model","JBD","","","","https://medium.com/@rakyll/the-sre-model-6e19376ef986","Cindy Sridharan’s fantastic article on why everyone is not ops makes you rethink of the relationship between your development and…","2017-07-31","2018-10-14 15:43:48","2021-02-23 16:34:33","2018-10-14 15:43:48","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\YBCLU3NT\the-sre-model-6e19376ef986.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERS7PGKJ","blogPost","2016","Rensin, Dave","Introducing Google Customer Reliability Engineering","Google Cloud Blog","","","","https://cloud.google.com/blog/products/gcp/introducing-a-new-era-of-customer-support-google-customer-reliability-engineering/","In the 25 years that I’ve been in technology nearly everything has changed. Computers have moved out of the labs and into our pockets. They’re connected to","2016-10-10","2018-10-14 15:33:55","2021-02-23 21:54:35","2018-10-14 15:33:55","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\8TF4ZA2H\introducing-a-new-era-of-customer-support-google-customer-reliability-engineering.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEQ2FELQ","book","2001","Weinberg, Gerald M.","An Introduction to General Systems Thinking","","978-0-932633-49-1","","","","For more than twenty-five years, An Introduction to General Systems Thinking has been hailed as an innovative introduction to systems theory, with applications in computer science and beyond. Used in university courses and professional seminars all over the world, the text has proven its ability to open minds and sharpen thinking.  Originally published in 1975 and reprinted more than twenty times over a quarter century—and now available for the first time from Dorset House Publishing—the text uses clear writing and basic algebraic principles to explore new approaches to projects, products, organizations, and virtually any kind of system.  Scientists, engineers, organization leaders, managers, doctors, students, and thinkers of all disciplines can use this book to dispel the mental fog that clouds problem-solving. As author Gerald M. Weinberg writes in the new Preface to the Silver Anniversary Edition, ""I haven't changed my conviction that most people don't think nearly as well as they could had they been taught some principles of thinking.""  Now an award-winning author of nearly forty books spanning the entire software development life cycle—including The Psychology of Computer Programming: Silver Anniversary Edition and Exploring Requirements (with Donald C. Gause)—Weinberg had already acquired extensive experience as a programmer, manager, university professor, and consultant when this book was originally published.  With helpful illustrations, numerous end-of-chapter exercises, and an appendix on a mathematical notation used in problem-solving, An Introduction to General Systems Thinking may be your most powerful tool in working with problems, systems, and solutions.","2001-01-01","2018-10-14 14:13:14","2021-02-23 22:14:02","","","279","","","","","","","","","","Dorset House Publishing Co Inc.,U.S.","New York","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Introduction-General-Systems-Thinking/dp/0932633498","TT refs","","","","","","","","","","","","","","","","","","","","","25 Silver anniversary ed edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5NIJHCB","blogPost","2015","Scaled Agile","System Team – Scaled Agile Framework","","","","","https://www.scaledagileframework.com/system-team/","SAFe for Lean Enterprises","2015","2018-10-14 06:50:00","2021-02-23 22:10:10","2018-10-14 06:50:00","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\matth\Zotero\storage\MBRRIA76\system-team.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6ZJM46I","journalArticle","2018","O'Connor, Debra; Johnson, Tristan","UNDERSTANDING TEAM COGNITION IN PERFORMANCE IMPROVEMENT TEAMS: A META ANALYSIS OF CHANGE IN SHARED MENTAL MODELS","","","","","","Team cognition is comprised of several factors including shared knowledge or shared mental models (SMM). As there is little agreement about best methods for measuring SMM, this study utilized data from four previous studies and the ACSMM methodology for analysis of data. Findings about SMM in Performance Improvement teams indicate that changes in SMM take place during team task performance and that the changes are similar from one PI team to another. 1 Background","2018-10-13","2018-10-13 07:32:39","2021-02-23 21:46:26","","","","","","","","UNDERSTANDING TEAM COGNITION IN PERFORMANCE IMPROVEMENT TEAMS","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/publication/238589980_UNDERSTANDING_TEAM_COGNITION_IN_PERFORMANCE_IMPROVEMENT_TEAMS_A_META_ANALYSIS_OF_CHANGE_IN_SHARED_MENTAL_MODELS","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z45UJSL6","book","2004","","Team Cognition: Understanding the Factors That Drive Process and Performance","","978-1-59147-103-5","","","","Given the increased reliance on teams in many organizational settings, it is critical that all those who are interested in improving training and performance better understand team dynamics. During the past decade, cognitive science has substantially influenced the study of team performance and has helped develop the field of team cognition. The contributors to this volume describe the many ways in which team cognition is being used as an organizing framework to guide research into factors that affect team coordination. Nowadays, team cognition must be considered not only within """"conventional"""" teams, but also across time and space in distributed teams, and - because of increased use of artificial team members (e.g., intelligent agents) - across people and machines. All of these complicating factors are considered, along with methodological issues that surround the process of measuring and defining team cognition. The unique blend of theory and data in this multidisciplinary book will be of value to psychologists and academics interested in cognition and organizational behavior, to team researchers and practitioners in Industry and the military, and to graduate students Interested in group processes and performance.","2004-03-31","2018-10-13 07:13:19","2021-02-23 22:02:22","","","264","","","","","Team Cognition","","","","","American Psychological Assoc","Washington, DC","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Team-Cognition-Understanding-Factors-Performance/dp/1591471036","TT refs","","Salas, Eduardo; Fiore, Stephen M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6XDRADY","presentation","2016","Jo Pearce","Hacking Your Head : Managing Information Overload (extended)","","","","","https://www.slideshare.net/JoPearce5/hacking-your-head-managing-information-overload-extended","There are limits on our ability to learn and process information.","2016-04-29","2018-10-13 06:41:28","2021-02-23 21:52:24","2018-10-13 06:41:28","","","","","","","Hacking Your Head","","","","","","","","","Technology","","","","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VU3EZHSX","interview","2018","Sinha, Harsh","Harsh Sinha on Building Culture at TransferWise","","","","","https://www.infoq.com/podcasts/Harsh-Sinha-transferwise-building-culture","In this podcast Shane Hastie, Lead Editor for Culture & Methods, spoke to Harsh Sinha, CTO of TransferWise, about deliberately designing organisational culture.","2018-02-19","2018-10-12 10:24:17","2021-02-23 22:05:08","2018-10-12 10:24:17","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\385WSC2A\Harsh-Sinha-transferwise-building-culture.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZF6N5W3","conferencePaper","2014","Eckstein, Jutta","Architecture in Large Scale Agile Development","Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation","978-3-319-14358-3","","","","In order to welcome changing requirements (even late in development) agile development should enable the architecture to incorporate these changes and therefore to emerge over time. This implies not finalizing the architecture upfront. Moreover, in small agile teams it is assumed that there is no dedicated role for an architect – instead the whole team should be responsible for the architecture. In large-scale agile development the requirement for an emergent architecture still holds true. However, it is unrealistic to ask members of e.g. ten teams to be equally responsible for the architecture. Moreover, the role and support for the architecture depends not only on the degree of the size but as well on the degree of complexity. In this paper I report on the experience using different models for supporting emergent architecture in large environments that take the degree of complexity into account.","2014","2018-10-10 21:19:07","2021-02-23 16:36:54","","21-29","","","","","","","Lecture Notes in Business Information Processing","","","","Springer International Publishing","","en","","","","","Springer Link","","","","C:\Users\matth\Zotero\storage\JE895XXZ\Eckstein - 2014 - Architecture in Large Scale Agile Development.pdf","","TT refs","agile methods; architect; change; chief architect; community of practice; complexity; emergent architecture; large-scale agile software development; project management; software engineering; technical consulting team; technical service team; uncertainty","Dingsøyr, Torgeir; Moe, Nils Brede; Tonelli, Roberto; Counsell, Steve; Gencel, Cigdem; Petersen, Kai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPYLVCVN","book","2004","Eckstein, Jutta","Agile Development in the Large: Diving into the Deep","","978-0-932633-57-6","","","","Agile or ""lightweight"" processes have revolutionized the software development industry. They're faster and more efficient than traditional software development processes. They enable developers to   * embrace requirement changes during the project  * deliver working software in frequent iterations  * focus on the human factor in software development  Unfortunately, most agile processes are designed for small or mid-sized software development projects—bad news for large teams that have to deal with rapid changes to requirements. That means all large teams!  With Agile Software Development in the Large, Jutta Eckstein—a leading speaker and consultant in the agile community—shows how to scale agile processes to teams of up to 200. The same techniques are also relevant to teams of as few as 10 developers, especially within large organizations.  Topics include   * the agile value system as used in large teams  * the impact of a switch to agile processes  * the agile coordination of several sub-teams  * the way project size and team size influence the underlying architecture  Stop getting frustrated with inflexible processes that cripple your large projects! Use this book to harness the efficiency and adaptability of agile software development.","2004-01-01","2018-10-10 21:09:55","2021-02-23 16:36:39","","","234","","","","","Agile Development in the Large","","","","","Dorset House Publishing Co Inc.,U.S.","New York","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Agile-Development-Large-Diving-into/dp/0932633579/ref=tmm_pap_title_0?_encoding=UTF8&qid=&sr=","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT3FQAP6","book","1986","Deming, W. Edwards","Out of the Crisis","","978-0-262-54115-2","","","","","1986","2018-10-10 20:40:51","2021-02-23 16:34:07","","","","","","","","","","","","","Massachusetts Institute of Technology","Cambridge, Mass.","","","","","","Amazon","","","","","https://www.amazon.co.uk/Out-Crisis-W-Edwards-Deming/dp/B0016JQVWA/ref=dp_ob_title_bk","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G24X43FM","journalArticle","2009","Jay, Graylin; Hale, Joanne; Smith, Randy; Hale, David; Kraft, Nicholas; Ward, Charles","Cyclomatic Complexity and Lines of Code: Empirical Evidence of a Stable Linear Relationship","JSEA","","","10.4236/jsea.2009.23020","","Researchers have often commented on the high correlation between McCabe's Cyclomatic Complexity (CC) and lines of code (LOC). Many have believed this correlation high enough to justify adjusting CC by LOC or even substituting LOC for CC. However, from an empirical standpoint the relationship of CC to LOC is still an open one. We undertake the largest statistical study of this relationship to date. Employing modern regression techniques, we find the linearity of this relationship has been severely underestimated, so much so that CC can be said to have absolutely no explanatory power of its own. This research presents evidence that LOC and CC have a stable practically perfect linear relationship that holds across programmers, languages, code paradigms (procedural versus object-oriented), and software processes. Linear models are developed relating LOC and CC. These models are verified against over 1.2 million randomly selected source files from the SourceForge code repository. These files represent software projects from three target languages (C, C++, and Java) and a variety of programmer experience levels, software architectures, and development methodologies. The models developed are found to successfully predict roughly 90% of CC's variance by LOC alone. This suggest not only that the linear relationship between LOC and CC is stable, but the aspects of code complexity that CC measures, such as the size of the test case space, grow linearly with source code size across languages and programming paradigms.","2009-01-01","2018-10-10 20:00:00","2021-02-23 16:54:02","","137-143","","","2","","","Cyclomatic Complexity and Lines of Code","","","","","","","","","","","","ResearchGate","","","","C:\Users\matth\Zotero\storage\ZBXI8CGR\Jay et al. - 2009 - Cyclomatic Complexity and Lines of Code Empirical.pdf; ","https://www.researchgate.net/publication/220204439_Cyclomatic_Complexity_and_Lines_of_Code_Empirical_Evidence_of_a_Stable_Linear_Relationship","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H6MKG3Y","magazineArticle","2015","Lowe, Steven A.","How to use event storming to achieve domain-driven design","TechBeacon","","","","https://techbeacon.com/introduction-event-storming-easy-way-achieve-domain-driven-design","Event storming is a fast, lightweight group modeling technique you can use to accelerate developer productivity and facilitate domain-driven design.","2015-10-15","2018-10-10 19:36:51","2021-02-23 21:28:27","2018-10-10 19:36:51","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\ML8SIA37\introduction-event-storming-easy-way-achieve-domain-driven-design.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXDB8MFP","blogPost","2015","Tune, Nick","Domain-Driven Architecture Diagrams","Nick Tune’s Tech Strategy Blog","","","","https://medium.com/nick-tune-tech-strategy-blog/domain-driven-architecture-diagrams-139a75acb578","Domain-Driven Design is about creating shared understanding of the problem space that is reinforced ubiquitously via conversations, code and diagrams. DDD’s Shared understanding enhances synergy and…","2015-08-15","2018-10-10 19:39:14","2021-02-23 22:10:52","2018-10-10 19:39:14","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\U72BQYKC\domain-driven-architecture-diagrams-139a75acb578.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWLHK9NR","magazineArticle","2009","Brandolini, Alberto","Strategic Domain Driven Design with Context Mapping","InfoQ","","","","https://www.infoq.com/articles/ddd-contextmapping","Many approaches to object oriented modeling tend not to scale well when the applications grow in size and complexity. Context Mapping technique can be used to manage the complexity in large software development projects. In this article, author Alberto Brandolini discusses the many sides of bounded contexts and how to use them to build a context map to support key decisions in a software project.","2009-11-25","2018-10-10 19:35:52","2021-02-23 16:22:28","2018-10-10 19:35:52","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\H7AZU2ME\ddd-contextmapping.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDJCWUGG","blogPost","2018","Wiley, Evan","Scaling XP Through Self-Similarity at Pivotal Cloud Foundry","Agile Alliance","","","","https://www.agilealliance.org/resources/experience-reports/scaling-xp-through-self-similarity-at-pivotal-cloud-foundry/","RESOURCES Author: Please Note: You must be logged in as a Member to download this content. Download (PDF)","2018-07-28","2018-10-10 14:00:02","2021-02-23 22:15:51","2018-10-10 14:00:02","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\matth\Zotero\storage\W9EPDT2L\scaling-xp-through-self-similarity-at-pivotal-cloud-foundry.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDADCVA9","blogPost","2015","Blalock, Micah","Of Mustard Seeds and Microservices","Credera","","","","https://www.credera.com/blog/technology-insights/java/mustard-seeds-microservices/","Does your current architecture encourage or impede the development of a rhizomatic culture of autonomy, responsibility, collaboration, speed, and rapid course correction?","2015-05-06","2018-10-10 10:14:05","2021-02-23 16:21:39","2018-10-10 10:14:05","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\6JI5YJ7G\mustard-seeds-microservices.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2B7JZF7M","blogPost","2015","Nygard, Michael","The Perils of Semantic Coupling - Wide Awake Developers","","","","","http://michaelnygard.com/blog/2015/04/the-perils-of-semantic-coupling/","On the subject of maneuverability, many organizations run into trouble when they try to enter new lines of business, create a partnership, or merge with another company. Updating enterprise systems becomes a large cost factor in these business initiatives, sometimes large enough to outweigh the benefits case. This is a terrible irony: our automation provides efficiency, but removes flexibility.  If you break down the cost of such changes, you'll find it comes in equal parts from changes to individual systesm and changes to integrations across systems.","2015-04-29","2018-10-10 09:34:50","2021-02-23 21:45:49","2018-10-10 09:34:50","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\KNS9WLXC\the-perils-of-semantic-coupling.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3NHZ97U","blogPost","2016","Long, Josh","GARY (go ahead, repeat yourself)","@starbuxman","","","","https://twitter.com/starbuxman/status/735550836147814400","","2016-05-25","2018-10-10 10:01:45","2021-02-23 21:28:10","2018-10-10 10:01:45","","","","","","","","","","","","","","en","","Tweet","","","","","","","C:\Users\matth\Zotero\storage\RVUS2JYV\735550836147814400.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XMJ9PVJ","document","2016","Pivotal","The Essential Elements of Enterprise PaaS","","","","","https://content.pivotal.io/white-papers/the-essential-elements-of-enterprise-paas","","2016-12-02","2018-10-09 20:41:04","2021-02-23 16:43:22","2018-10-09 20:41:04","","","","","","","","","","","","Pivotal","","","","","","","","","","","C:\Users\matth\Zotero\storage\F9JCGQDA\Pivotal - 2016 - The Essential Elements of Enterprise PaaS.pdf; C:\Users\matth\Zotero\storage\RCQ2W9CL\the-essential-elements-of-enterprise-paas.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN29XWSX","journalArticle","2006","MacCormack, Alan; Rusnak, John; Baldwin, Carliss Y.","Exploring the Structure of Complex Software Designs: An Empirical Study of Open Source and Proprietary Code","Management Science","","0025-1909, 1526-5501","10.1287/mnsc.1060.0552","http://pubsonline.informs.org/doi/abs/10.1287/mnsc.1060.0552","","2006-07","2018-10-09 19:35:59","2021-02-23 21:29:05","2018-10-09 19:35:59","1015-1030","","7","52","","","Exploring the Structure of Complex Software Designs","","","","","","","en","","","","","Crossref","","","","C:\Users\matth\Zotero\storage\MKYPAY52\MacCormack et al. - 2006 - Exploring the Structure of Complex Software Design.pdf","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYJPGYFI","blogPost","2010","Cohn, Mike","Nine Questions To Assess Scrum Team Structure","Mountain Goat Software","","","","https://www.mountaingoatsoftware.com/blog/nine-questions-to-assess-team-structure","Scrum Team structure is critical for the success of any scrum project.  Mike Cohn explains why and gives nine questions to assess scrum team structure.","2010-03-09","2018-10-09 19:20:04","2021-02-23 16:30:17","2018-10-09 19:20:04","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\UW4ULGGM\nine-questions-to-assess-team-structure.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARFZ3PN9","presentation","2015","Minick, Eric; Yanko, Curtis","Creating a DevOps Team that Isn't Evil","","","","","http://www.slideshare.net/Urbancode/creating-a-devops-team-that-isnt-evil","","2015-02-26","2016-08-11 16:27:06","2021-02-23 21:34:11","2016-08-11 16:27:06","","","","","","","","","","","","","","","","","","","","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFTAKJQ8","blogPost","2014","Minick, Eric","The goal for a ""DevOps Team"" should be to put itself out of business by enabling the rest of the org.","@ericminick","","","","https://twitter.com/ericminick/status/517335119330172930","","2014-10-08","2016-08-11 16:21:31","2021-02-23 21:34:01","2016-08-11 16:21:31","","","","","","","","","","","","","","","","microblog","","","","","","","C:\Users\matth\Zotero\storage\6PQZQN46\517335119330172930.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2VUGBXK","book","2016","Morris, Kief","Infrastructure as Code: Managing Servers in the Cloud","","978-1-4919-2435-8","","","","This book explains how to take advantage of technologies like cloud, virtualization, and configuration automation to manage IT infrastructure using tools and practices from software development. These technologies have decoupled infrastructure from the underlying hardware, turning it into data and code. ""Infrastructure as Code"" has emerged alongside the DevOps movement as a label for approaches that merge concepts like source control systems, Test Driven Development (TDD) and Continuous Integration (CI) with infrastructure management.Virtualization and cloud make it easy to rapidly expand the size of infrastructure, but the habits and practices we used in the past with hardware-based infrastructure don't keep up. Teams end up with hundreds of servers, all a bit different, and find themselves unable to fully automate their infrastructure.The book will go through the challenges and problems created by all these wonderful new tools, and the principles and mindset changes that a team needs to make to use them effectively. It describes patterns, practices, and ideas that have been adopted from software development, especially Agile concepts, and brought into the IT Ops world as part of the DevOps movement. These ways of working have been proven in many organizations, including well known names like Netflix, Amazon, and Etsy, and also in more established organizations including publishers, banks, and even the British government.","2016-06-30","2016-08-11 12:58:31","2021-02-23 21:35:18","","","250","","","","","Infrastructure as Code","","","","","O'Reilly Media","","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Infrastructure-Code-Managing-Servers-Cloud/dp/1491924357","TT refs","","","","","","","","","","","","","","","","","","","","","1 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPFC4RFA","forumPost","2015","Drew Hoskins","What is it like to be part of the Infrastructure team at Facebook? - Quora","Quora","","","","https://www.quora.com/What-is-it-like-to-be-part-of-the-Infrastructure-team-at-Facebook","","2015-02-16","2016-08-11 12:54:10","2021-02-23 16:50:50","2016-08-11 12:54:10","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\EHRJFKTA\What-is-it-like-to-be-part-of-the-Infrastructure-team-at-Facebook.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4SKZ9CD","webpage","2010","Brown, Simon","Are You a Software Architect?","InfoQ","","","","https://www.infoq.com/articles/brown-are-you-a-software-architect","The line between development and architecture is tricky. Some say it's fake, that architecture is an extension of the design process undertaken by developers; others say it's a chasm that can only be crossed by lofty developers who believe you must abstract your abstractions and not worry about implementation details. There's a balance in the middle, but how do you move from one to the other?","2010-02-09","2016-08-11 10:56:49","2021-02-23 16:25:58","2016-08-11 10:56:49","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\RNDQZFWK\brown-are-you-a-software-architect.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XACVW8C6","presentation","2014","Cockcroft, Adrian","Goto Berlin - Migrating to Microservices (Fast Delivery)","","","","","http://www.slideshare.net/adriancockcroft/goto-berlin","","2014-11-15","2016-08-11 09:53:04","2021-02-23 16:30:04","2016-08-11 09:53:04","","","","","","","","","","","","","Berlin","","","","","","","","","","C:\Users\matth\Zotero\storage\SMCI33X3\Cockcroft - 2014 - Goto Berlin - Migrating to Microservices (Fast Del.pdf","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GOTO Berlin","","","","","","","","","","","","","","","",""
"IG3GXAUS","webpage","2016","Skelton Thatcher Consulting","DevOps Topologies","","","","","http://web.devopstopologies.com","The primary goal of any DevOps setup within an organisation is to improve the delivery of value for customers and the business, not in itself to reduce costs, increase automation, or drive everything from configuration management; this means that different organisations might need different team structures in order for effective Dev and Ops collaboration to take place.","2016","2016-08-09 19:33:06","2021-02-23 22:15:38","2016-08-09 19:33:06","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\7GUPBTVE\web.devopstopologies.com.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIUTZNVH","interview","2014","Edwards, Damon","Damon Edwards: DevOps is an Enterprise Concern","","","","","https://www.infoq.com/interviews/interview-damon-edwards-qcon-2014","Damon argues DevOps is most needed in the enterprise world, and suggests starting with self-service provisioning interfaces, service oriented mentality, designing tool chains and meaningful metrics. All based on his own experience on the field as a DevOps consultant.","2014-05-31","2016-08-09 08:13:49","2021-02-23 21:48:43","2016-08-09 08:13:49","","","","","","","Damon Edwards","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\SCZ4F8ZC\interview-damon-edwards-qcon-2014.html","","TT refs","","","","","","","","","","","","","Pais, Manuel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
